STATION_NAME,PROJECT_NAME,TSS (mg/l),ACTIVITY_END_DATE
WPA040-0048,2006 Corvallis,15,5/16/2006 16:10
WPA040-0048,2006 Corvallis,<10,7/25/2006 10:35
WPA040-0049,2006 Corvallis,75,6/13/2006 17:35
WPA040-0049,2006 Corvallis,87,8/16/2006 11:20
WPA040-0049,2006 Corvallis,18,11/14/2006 9:54
WPA-04-0005,2012 Corvallis,35,5/14/2012 15:30
WPA-04-0005,2012 Corvallis,31,7/9/2012 15:35
WPA-04-0005,2012 Corvallis,34,9/17/2012 14:50
WPA-04-0006,2012 Corvallis,50,5/14/2012 16:30
WPA-04-0006,2012 Corvallis,36,7/9/2012 16:15
WPA-04-0006,2012 Corvallis,40,9/17/2012 12:30
WPA-04-0007,2012 Corvallis,5,5/14/2012 13:30
WPA-04-0007,2012 Corvallis,32,7/9/2012 13:45
WPA-04-0007,2012 Corvallis,7,9/5/2012 8:30
WPA-04-0008,2012 Corvallis,8,5/14/2012 14:10
WPA-04-0008,2012 Corvallis,20,7/9/2012 14:25
WPA-04-0008,2012 Corvallis,8,9/5/2012 10:20
WPA-04-0010,2012 Corvallis,4,5/14/2012 17:20
WPA-04-0010,2012 Corvallis,71,7/9/2012 17:15
WPA-04-0010,2012 Corvallis,26,9/17/2012 17:00
WPA-04-0013,2012 Corvallis,160,5/21/2012 17:40
WPA-04-0013,2012 Corvallis,27,7/16/2012 16:20
WPA-04-0013,2012 Corvallis,10,10/15/2012 15:40
WPA-04-0032,2021 Corvallis,59,4/14/2021 11:45
WPA-04-0032,2021 Corvallis,51,7/21/2021 16:30
WPA-04-0032,2021 Corvallis,59.8,10/6/2021 13:30
WPA-04-0033,2021 Corvallis,5,4/19/2021 15:00
WPA-04-0033,2021 Corvallis,14.5,7/27/2021 9:00
WPA-04-0033,2021 Corvallis,9.8,11/1/2021 12:50
WPA-04-0034,2021 Corvallis,23,4/19/2021 12:30
WPA-04-0034,2021 Corvallis,42.7,7/28/2021 8:45
WPA-04-0034,2021 Corvallis,46.5,10/20/2021 13:00
WPA-04-0036,2021 Corvallis,63,4/14/2021 9:30
WPA-04-0036,2021 Corvallis,97.5,7/20/2021 16:00
WPA-04-0036,2021 Corvallis,53.5,9/15/2021 14:40
WPA-04-0037,2021 Corvallis,13,4/20/2021 9:00
WPA-04-0037,2021 Corvallis,4.4,7/27/2021 11:30
WPA-04-0037,2021 Corvallis,45,11/2/2021 9:20
WPA-04-0038,2021 Corvallis,7,4/20/2021 10:00
WPA-04-0038,2021 Corvallis,8.4,7/27/2021 12:15
WPA-04-0038,2021 Corvallis,6.2,11/2/2021 10:20
WPA-04-0039,2021 Corvallis,24,4/19/2021 14:00
WPA-04-0039,2021 Corvallis,65,7/28/2021 9:45
WPA-04-0039,2021 Corvallis,65.5,10/20/2021 12:10
WPA-04-0047,2021 Corvallis,<2.5,4/19/2021 16:30
WPA-04-0047,2021 Corvallis,4.2,7/27/2021 10:30
WPA-04-0047,2021 Corvallis,<2.5,11/1/2021 15:30
WPA-04-0048,2021 Corvallis,5,4/14/2021 12:45
WPA-04-0048,2021 Corvallis,6.5,7/21/2021 17:15
WPA-04-0048,2021 Corvallis,13.4,9/15/2021 15:30
WPA-05-0001,2012 Corvallis,3,5/23/2012 8:50
WPA-05-0001,2012 Corvallis,2,7/18/2012 8:35
WPA-05-0001,2012 Corvallis,<1,10/24/2012 9:10
WPA050-0014,2006 Corvallis,18,6/1/2006 9:25
WPA050-0014,2006 Corvallis,<10,7/25/2006 15:25
WPA050-0014,2006 Corvallis,<9,10/12/2006 11:40
WPA050-0016,2006 Corvallis,20,5/31/2006 17:00
WPA050-0016,2006 Corvallis,<10,7/26/2006 14:05
WPA050-0016,2006 Corvallis,<10,10/11/2006 15:10
WPA050-0017,2006 Corvallis,16,5/31/2006 17:20
WPA050-0017,2006 Corvallis,<10,7/26/2006 16:15
WPA050-0017,2006 Corvallis,<10,10/13/2006 8:40
WPA-05-0002,2019 Performance Monitoring,<10,5/14/2019 13:10
WPA-05-0002,2019 Performance Monitoring,222,7/1/2019 10:00
WPA-05-0002,2019 Performance Monitoring,13,9/30/2019 11:45
WPA-05-0002,2012 Corvallis,5,5/30/2012 11:50
WPA-05-0002,2012 Corvallis,4,7/24/2012 8:45
WPA-05-0002,2012 Corvallis,1,10/16/2012 16:50
WPA-06-0001,2012 Corvallis,53,5/22/2012 14:00
WPA-06-0001,2012 Corvallis,35,7/17/2012 11:35
WPA-06-0001,2012 Corvallis,7,10/23/2012 9:10
WPA-06-0003,2012 Corvallis,50,5/23/2012 10:40
WPA-06-0003,2012 Corvallis,34,7/17/2012 14:30
WPA-06-0003,2012 Corvallis,17,10/22/2012 12:10
WPA060-0039,2006 Corvallis,15,5/31/2006 12:35
WPA060-0039,2006 Corvallis,<10,7/26/2006 8:20
WPA060-0039,2006 Corvallis,<10,10/12/2006 14:40
WPA060-0044,2006 Corvallis,51,6/13/2006 12:15
WPA060-0044,2006 Corvallis,72,8/22/2006 9:10
WPA060-0044,2006 Corvallis,51,11/14/2006 12:30
WPA060-0046,2006 Corvallis,14,5/31/2006 11:40
WPA060-0046,2006 Corvallis,<10,7/26/2006 10:50
WPA060-0046,2006 Corvallis,<10,10/12/2006 16:50
WPA060-0048,2006 Corvallis,10,5/31/2006 13:50
WPA060-0048,2006 Corvallis,<10,7/27/2006 8:10
WPA060-0048,2006 Corvallis,<10,10/11/2006 17:20
WPA-06-0005,2012 Corvallis,55,5/30/2012 9:30
WPA-06-0005,2012 Corvallis,12,7/23/2012 16:30
WPA-06-0005,2012 Corvallis,17,10/22/2012 14:20
WPA-06-0006,2012 Corvallis,76,5/22/2012 16:30
WPA-06-0006,2012 Corvallis,31,7/17/2012 12:35
WPA-06-0006,2012 Corvallis,13,10/23/2012 15:20
WPA-06-0007,2012 Corvallis,13,5/22/2012 13:00
WPA-06-0007,2012 Corvallis,47,7/17/2012 10:45
WPA-06-0007,2012 Corvallis,9,10/23/2012 11:50
WPA-06-0019,2021 Corvallis,74,4/7/2021 12:30
WPA-06-0019,2021 Corvallis,52.8,7/14/2021 12:30
WPA-06-0019,2021 Corvallis,43.4,10/5/2021 17:00
WPA-06-0021,2021 Corvallis,96,4/7/2021 11:15
WPA-06-0021,2021 Corvallis,59.6,7/14/2021 11:00
WPA-06-0021,2021 Corvallis,41.8,10/5/2021 14:30
WPA-06-0022,2021 Corvallis,92,4/7/2021 14:30
WPA-06-0022,2021 Corvallis,47.7,7/14/2021 15:00
WPA-06-0022,2021 Corvallis,61,9/8/2021 9:50
WPA-06-0023,2021 Corvallis,3,4/6/2021 15:15
WPA-06-0023,2021 Corvallis,<2.5,7/13/2021 15:00
WPA-06-0023,2021 Corvallis,<2.5,10/5/2021 10:00
WPA-06-0024,2021 Corvallis,77,4/6/2021 16:40
WPA-06-0024,2021 Corvallis,67,7/13/2021 16:00
WPA-06-0024,2021 Corvallis,26,10/5/2021 12:10
WPA-06-0025,2021 Corvallis,76,4/14/2021 10:30
WPA-06-0025,2021 Corvallis,90,7/21/2021 11:00
WPA-06-0025,2021 Corvallis,42.2,10/6/2021 15:00
WPA-07-0001,2012 Corvallis,2,5/22/2012 10:30
WPA-07-0001,2012 Corvallis,<1,7/17/2012 9:20
WPA-07-0001,2012 Corvallis,3,10/30/2012 10:30
WPA070-0018,2006 Corvallis,26,5/30/2006 17:25
WPA070-0018,2006 Corvallis,11,8/1/2006 10:40
WPA070-0018,2006 Corvallis,17.6,10/11/2006 8:50
WPA070-0019,2006 Corvallis,<10,5/30/2006 18:20
WPA070-0019,2006 Corvallis,<10,8/1/2006 8:30
WPA070-0019,2006 Corvallis,<10,10/12/2006 12:10
WPA-07-0002,2012 Corvallis,12,5/23/2012 11:30
WPA-07-0002,2012 Corvallis,3,7/17/2012 15:15
WPA-07-0002,2012 Corvallis,2,10/30/2012 13:40
WPA-07-0003,2012 Corvallis,4,5/22/2012 9:20
WPA-07-0003,2012 Corvallis,2,7/17/2012 8:30
WPA-07-0003,2012 Corvallis,<1,10/30/2012 8:40
WPA-07-0004,2012 Corvallis,11,5/22/2012 11:30
WPA-07-0004,2012 Corvallis,4,7/17/2012 10:00
WPA-07-0004,2012 Corvallis,2,10/30/2012 12:20
WPA-07-0020,2021 Corvallis,<2.5,4/7/2021 10:15
WPA-07-0020,2021 Corvallis,<2.5,7/14/2021 9:15
WPA-07-0020,2021 Corvallis,28.7,9/8/2021 12:00
WPA-07-0025,2021 Corvallis,<2.5,4/6/2021 14:10
WPA-07-0025,2021 Corvallis,17.8,7/13/2021 13:45
WPA-07-0025,2021 Corvallis,<2.5,10/4/2021 16:50
WPA080-0041,2006 Corvallis,374,5/30/2006 15:15
WPA080-0041,2006 Corvallis,<10,7/31/2006 15:00
WPA080-0041,2006 Corvallis,<5,10/10/2006 14:30
WPA080-0042,2006 Corvallis,64,6/12/2006 16:00
WPA080-0042,2006 Corvallis,104,8/15/2006 17:30
WPA080-0042,2006 Corvallis,78,11/13/2006 13:00
WPA080-0045,2006 Corvallis,65,6/12/2006 17:25
WPA080-0045,2006 Corvallis,156,8/17/2006 8:00
WPA080-0045,2006 Corvallis,79,11/13/2006 14:15
WPA080-0047,2006 Corvallis,81,6/12/2006 18:20
WPA080-0047,2006 Corvallis,147,8/16/2006 17:50
WPA080-0047,2006 Corvallis,68,11/13/2006 15:46
WPA080-0048,2006 Corvallis,38,5/30/2006 16:05
WPA080-0048,2006 Corvallis,20,7/31/2006 17:45
WPA080-0048,2006 Corvallis,13.6,10/10/2006 16:50
WPA-08-0007,2012 Corvallis,58,5/29/2012 15:40
WPA-08-0007,2012 Corvallis,29,7/23/2012 14:30
WPA-08-0007,2012 Corvallis,6,10/31/2012 9:30
WPA-08-0008,2012 Corvallis,23,5/29/2012 12:40
WPA-08-0008,2012 Corvallis,25,7/23/2012 12:45
WPA-08-0008,2012 Corvallis,4,10/29/2012 11:40
WPA-08-0009,2012 Corvallis,40,5/29/2012 14:20
WPA-08-0009,2012 Corvallis,40,7/23/2012 13:45
WPA-08-0009,2012 Corvallis,3,10/29/2012 15:20
WPA-08-0010,2012 Corvallis,18,5/29/2012 16:50
WPA-08-0010,2012 Corvallis,38,7/23/2012 15:30
WPA-08-0010,2012 Corvallis,6,10/30/2012 16:00
WPA-08-0011,2012 Corvallis,19,5/29/2012 11:40
WPA-08-0011,2012 Corvallis,29,7/23/2012 11:30
WPA-08-0011,2012 Corvallis,4,10/29/2012 13:30
WPA-08-0025,2021 Corvallis,88,4/5/2021 14:15
WPA-08-0025,2021 Corvallis,323,7/12/2021 15:45
WPA-08-0025,2021 Corvallis,109,9/7/2021 16:30
WPA-08-0027,2021 Corvallis,82,4/5/2021 18:20
WPA-08-0027,2021 Corvallis,166,7/13/2021 10:15
WPA-08-0027,2021 Corvallis,56,10/4/2021 15:20
WPA-08-0028,2021 Corvallis,18,4/6/2021 13:10
WPA-08-0028,2021 Corvallis,12.4,7/13/2021 12:30
WPA-08-0028,2021 Corvallis,18.2,9/8/2021 14:30
WPA-08-0029,2021 Corvallis,87,4/5/2021 12:30
WPA-08-0029,2021 Corvallis,208,7/12/2021 12:45
WPA-08-0029,2021 Corvallis,94.5,9/7/2021 13:20
WPA-08-0032,2021 Corvallis,19,4/5/2021 17:10
WPA-08-0032,2021 Corvallis,42.6,7/12/2021 17:30
WPA-08-0032,2021 Corvallis,18.4,10/4/2021 13:10
WSA010-0012,2017 Diel Oxygen Nutrient Pilot Project,10,7/17/2017 9:45
WSA010-0012,2017 Diel Oxygen Nutrient Pilot Project,<5,9/12/2017 9:20
WSA010-0012,2017 Diel Oxygen Nutrient Pilot Project,10,8/14/2017 9:35
WSA-02-0003,2015 Corvallis,14,5/12/2015 16:00
WSA-02-0003,2015 Corvallis,269,7/14/2015 13:50
WSA-02-0003,2015 Corvallis,25,9/14/2015 10:30
WSA040-0023,2008 Corvallis,125,6/16/2008 16:50
WSA040-0023,2008 Corvallis,43,7/22/2008 10:20
WSA040-0023,2008 Corvallis,35,8/26/2008 8:10
WSU010-0010,2015 Reference Sites,<5,4/28/2015 15:45
WSU010-0010,2015 Reference Sites,24,6/9/2015 9:00
WSU010-0010,2015 Reference Sites,6,9/1/2015 8:40
WSU010-0037,2020 Reference Sites,45,5/25/2020 9:15
WSU010-0037,2020 Reference Sites,8,7/6/2020 9:30
WSU010-0037,2020 Reference Sites,25,10/26/2020 11:00
WSU-01-0009,2016 Corvallis,7,6/1/2016 12:20
WSU-01-0009,2016 Corvallis,31,7/19/2016 10:50
WSU-01-0009,2016 Corvallis,<5,9/28/2016 14:00
WSU-01-0010,2016 Corvallis,11,6/1/2016 10:55
WSU-01-0010,2016 Corvallis,64,7/19/2016 10:10
WSU-01-0010,2016 Corvallis,<5,9/28/2016 12:10
WSU020-0015,2009 Corvallis,35.5,6/15/2009 13:00
WSU020-0015,2009 Corvallis,<5,7/20/2009 11:00
WSU020-0015,2009 Corvallis,10.5,8/24/2009 12:00
WSU040-0018,2021 Reference Sites,5,4/6/2021 14:35
WSU040-0018,2021 Reference Sites,8,5/11/2021 13:45
WSU040-0018,2021 Reference Sites,5.3,9/28/2021 18:10
WSU040-0018,2009 Corvallis,7,6/15/2009 16:00
WSU040-0018,2009 Corvallis,5.5,7/20/2009 16:00
WSU040-0018,2009 Corvallis,<5,8/24/2009 15:00
WSU040-0020,2017 Diel Oxygen Nutrient Pilot Project,<10,7/31/2017 10:00
WSU040-0020,2017 Diel Oxygen Nutrient Pilot Project,<10,9/26/2017 10:00
WSU040-0020,2017 Diel Oxygen Nutrient Pilot Project,17,8/29/2017 9:45
WSU040-0020,2009 Corvallis,20.5,6/17/2009 10:30
WSU040-0020,2009 Corvallis,8,7/20/2009 13:00
WSU040-0020,2009 Corvallis,11.5,8/27/2009 8:30
WSU-04-0003,2016 Corvallis,<5,6/1/2016 10:00
WSU-04-0003,2016 Corvallis,31,7/19/2016 8:05
WSU-04-0003,2016 Corvallis,<5,9/28/2016 10:00
WSU-05-0001,2016 Corvallis,5,5/24/2016 16:00
WSU-05-0001,2016 Corvallis,6,7/12/2016 17:00
WSU-05-0001,2016 Corvallis,15,10/5/2016 8:20
WSU050-0033,2021 Reference Sites,3,4/6/2021 15:52
WSU050-0033,2021 Reference Sites,73,5/11/2021 9:30
WSU050-0033,2021 Reference Sites,<2.5,9/28/2021 11:00
WSU050-0033,2009 Corvallis,24,6/17/2009 8:20
WSU050-0033,2009 Corvallis,14,7/30/2009 10:00
WSU050-0033,2009 Corvallis,5,8/31/2009 15:00
WSU060-0023,2009 Corvallis,7.5,6/16/2009 16:20
WSU060-0023,2009 Corvallis,37.5,7/29/2009 15:00
WSU060-0023,2009 Corvallis,<5,9/2/2009 11:30
WSU060-0024,2021-2022 Coolwater IBI,2,4/19/2021 15:45
WSU060-0024,2021-2022 Coolwater IBI,6.1,6/21/2021 15:15
WSU060-0024,2021-2022 Coolwater IBI,<2.5,11/8/2021 14:15
WSU060-0024,2009 Corvallis,6,6/17/2009 10:20
WSU060-0024,2009 Corvallis,15.5,7/29/2009 17:00
WSU060-0024,2009 Corvallis,5.5,9/2/2009 9:00
WSU-06-0010,2016 Corvallis,13,5/23/2016 17:15
WSU-06-0010,2016 Corvallis,7,7/12/2016 10:20
WSU-06-0010,2016 Corvallis,19,10/4/2016 13:50
WSU-06-0014,2016 Corvallis,<5,5/31/2016 17:00
WSU-06-0014,2016 Corvallis,133,7/19/2016 7:10
WSU-06-0014,2016 Corvallis,<5,9/27/2016 17:30
WTI010-0006,2021-2022 Coolwater IBI,6.9,4/5/2022 12:05
WTI010-0006,2021-2022 Coolwater IBI,5.7,7/26/2022 14:40
WTI010-0006,2021-2022 Coolwater IBI,6.5,11/1/2022 16:00
WTI020-0061,2008 Corvallis,<5,6/11/2008 9:00
WTI020-0061,2008 Corvallis,<5,7/14/2008 17:00
WTI020-0061,2008 Corvallis,9.5,9/10/2008 7:50
WTI030-0026,2008 Corvallis,10,6/11/2008 14:10
WTI030-0026,2008 Corvallis,5.5,7/16/2008 10:10
WTI030-0026,2008 Corvallis,5,9/8/2008 14:00
WTI030-0027,2008 Corvallis,<5,6/11/2008 11:30
WTI030-0027,2008 Corvallis,6.5,7/16/2008 12:20
WTI030-0027,2008 Corvallis,7.5,9/9/2008 16:00
WTI-03-0014,2015 Corvallis,<5,5/11/2015 12:00
WTI-03-0014,2015 Corvallis,<5,7/27/2015 16:45
WTI-03-0014,2015 Corvallis,<5,9/15/2015 11:00
WTI040-0041,2008 Corvallis,8.5,6/12/2008 8:45
WTI040-0041,2008 Corvallis,11.5,7/16/2008 7:50
WTI040-0041,2008 Corvallis,5,8/19/2008 14:00
WTI040-0042,2008 Corvallis,11,6/12/2008 10:00
WTI040-0042,2008 Corvallis,8,7/16/2008 15:00
WTI040-0042,2008 Corvallis,<5,8/19/2008 16:00
WTI050-0033,2008 Corvallis,<5,6/9/2008 16:30
WTI050-0033,2008 Corvallis,<5,7/16/2008 17:10
WTI050-0033,2008 Corvallis,20,8/21/2008 8:30
WTI-05-0015,2015 Corvallis,16,5/18/2015 14:30
WTI-05-0015,2015 Corvallis,9,7/20/2015 13:15
WTI-05-0015,2015 Corvallis,13,9/22/2015 10:10
WTI060-0034,2008 Corvallis,9.5,6/10/2008 10:30
WTI060-0034,2008 Corvallis,<5,7/16/2008 9:00
WTI060-0034,2008 Corvallis,7.5,8/19/2008 8:30
WTI060-0035,2008 Corvallis,<5,6/10/2008 9:00
WTI060-0035,2008 Corvallis,<5,7/16/2008 11:30
WTI060-0035,2008 Corvallis,7.5,8/19/2008 10:30
WTI060-0037,2022 Reference Sites,6.7,4/5/2022 10:45
WTI060-0037,2022 Reference Sites,7.7,5/9/2022 15:30
WTI060-0037,2022 Reference Sites,<2.5,9/12/2022 16:00
WTI060-0037,2008 Corvallis,21.5,6/10/2008 15:00
WTI060-0037,2008 Corvallis,13,7/15/2008 13:30
WTI060-0037,2008 Corvallis,6,8/20/2008 14:00
WTI-06-0008,2015 Corvallis,13,5/18/2015 15:25
WTI-06-0008,2015 Corvallis,14,7/20/2015 14:10
WTI-06-0008,2015 Corvallis,8,9/22/2015 12:00
WTI-06-0010,2015 Corvallis,16,5/18/2015 16:30
WTI-06-0010,2015 Corvallis,14,7/20/2015 15:00
WTI-06-0010,2015 Corvallis,11,9/22/2015 13:30
WTI-07-0001,2015 Corvallis,7,5/19/2015 10:45
WTI-07-0001,2015 Corvallis,<5,7/21/2015 10:45
WTI-08-0004,2015 Corvallis,6,5/19/2015 11:30
WTI-08-0004,2015 Corvallis,19,7/21/2015 11:40
WTI-08-0004,2015 Corvallis,<5,9/22/2015 15:40
WTI090-0005,2008 Corvallis,20.5,6/11/2008 16:00
WTI090-0005,2008 Corvallis,<5,7/15/2008 8:30
WTI090-0005,2008 Corvallis,<5,8/20/2008 8:00
WTI100-0003,2008 Corvallis,<5,6/11/2008 13:30
WTI100-0003,2008 Corvallis,<5,7/15/2008 11:00
WTI100-0003,2008 Corvallis,7,8/20/2008 11:00
WTI-10-0010,2015 Corvallis,<5,5/19/2015 9:45
WTI-10-0010,2015 Corvallis,<5,7/20/2015 16:45
WTI-10-0010,2015 Corvallis,<5,9/23/2015 10:20
WTI-10-0012,2015 Corvallis,<5,5/19/2015 8:40
WTI-10-0012,2015 Corvallis,<5,7/21/2015 9:00
WTI-10-0012,2015 Corvallis,21,9/23/2015 9:00
WTI110-0038,2008 Corvallis,11,6/11/2008 11:00
WTI110-0038,2008 Corvallis,<5,7/14/2008 14:30
WTI110-0038,2008 Corvallis,<5,8/18/2008 15:30
WTI120-0012,2008 Corvallis,<5,6/11/2008 8:30
WTI120-0012,2008 Corvallis,<5,7/14/2008 11:00
WTI120-0012,2008 Corvallis,<5,8/18/2008 11:00
WTI-12-0004,2015 Corvallis,<5,5/19/2015 17:15
WTI-12-0004,2015 Corvallis,<5,7/21/2015 17:15
WTI-12-0004,2015 Corvallis,<5,9/23/2015 11:20
WTI-13-0002,2015 Corvallis,<5,5/19/2015 15:40
WTI-13-0002,2015 Corvallis,<5,7/21/2015 16:00
WTI-13-0002,2015 Corvallis,<5,9/28/2015 16:40
WTI150-0017,2008 Corvallis,6.5,6/17/2008 10:30
WTI150-0017,2008 Corvallis,<5,7/22/2008 11:00
WTI150-0017,2008 Corvallis,<5,8/26/2008 8:00
WTI150-0018,2021 Reference Sites,8,4/7/2021 10:51
WTI150-0018,2021 Reference Sites,20,5/12/2021 10:30
WTI150-0018,2021 Reference Sites,8,9/27/2021 15:50
WTI150-0018,2008 Corvallis,12.5,6/17/2008 9:00
WTI150-0018,2008 Corvallis,9,7/22/2008 9:00
WTI150-0018,2008 Corvallis,24.5,8/26/2008 10:10
WUW060-0010,2008 Corvallis,27.5,6/9/2008 11:50
WUW060-0010,2008 Corvallis,12.5,7/21/2008 13:40
WUW060-0010,2008 Corvallis,19,8/25/2008 13:40
WUW-07-0014,2015 Corvallis,<5,5/12/2015 13:35
WUW-07-0014,2015 Corvallis,34,7/14/2015 12:10
WUW-07-0014,2015 Corvallis,10,9/14/2015 14:00
WUW080-0013,2008 Corvallis,310,6/10/2008 9:00
WUW080-0013,2008 Corvallis,26,7/22/2008 7:40
WUW080-0013,2008 Corvallis,24,8/25/2008 15:50
WUW100-0008,2008 Corvallis,180,6/10/2008 12:10
WUW100-0008,2008 Corvallis,9,7/15/2008 11:00
WUW100-0009,2021-2022 Coolwater IBI,5,4/5/2022 9:15
WUW100-0009,2021-2022 Coolwater IBI,7.5,7/20/2022 9:40
WUW100-0009,2021-2022 Coolwater IBI,6.2,11/2/2022 9:00
WUW100-0009,2008 Corvallis,300,6/10/2008 14:10
WUW100-0009,2008 Corvallis,8.5,7/15/2008 15:10
WUW100-0009,2008 Corvallis,9,9/9/2008 8:20
WUW-10-0001,2015 Corvallis,8,5/12/2015 9:50
WUW-10-0001,2015 Corvallis,56,7/14/2015 9:05
WUW-10-0001,2015 Corvallis,7,9/16/2015 17:00
WUW-10-0002,2015 Corvallis,86,5/12/2015 11:00
WUW-10-0002,2015 Corvallis,49,7/28/2015 13:30
WUW-10-0002,2015 Corvallis,48,9/17/2015 8:30
WUW-11-0004,2015 Corvallis,46,5/12/2015 12:00
WUW-11-0004,2015 Corvallis,163,7/14/2015 10:40
WUW-11-0004,2015 Corvallis,8,9/14/2015 15:30
WUW130-0002,2008 Corvallis,67,6/10/2008 16:05
WUW130-0002,2008 Corvallis,8,7/15/2008 13:00
WUW-14-0001,2022 Reference Sites,<2.5,4/4/2022 11:15
WUW-14-0001,2022 Reference Sites,3.5,5/9/2022 12:30
WUW-14-0001,2022 Reference Sites,2.5,9/13/2022 9:50
WUW-14-0002,2015 Corvallis,<5,5/11/2015 18:00
WUW-14-0002,2015 Corvallis,540,7/13/2015 15:10
WUW-14-0002,2015 Corvallis,<5,9/16/2015 9:00
WUW150-0008,2008 Corvallis,39,6/16/2008 15:00
WUW150-0008,2008 Corvallis,14.5,7/21/2008 13:00
WUW150-0008,2008 Corvallis,17.5,8/27/2008 9:00
WUW-15-0001,2015 Corvallis,110,5/27/2015 10:40
WUW-15-0001,2015 Corvallis,29,7/13/2015 13:45
WUW-15-0001,2015 Corvallis,9,9/9/2015 10:20
WUW-15-0002,2015 Corvallis,<5,5/18/2015 10:10
WUW-15-0002,2015 Corvallis,9,7/20/2015 9:20
WUW-15-0002,2015 Corvallis,<5,9/21/2015 10:40
WUW170-0034,2008 Corvallis,<5,6/24/2008 15:30
WUW170-0034,2008 Corvallis,<5,7/22/2008 16:10
WUW170-0034,2008 Corvallis,<5,9/2/2008 12:00
WUW180-0009,2008 Corvallis,47.5,6/18/2008 17:00
WUW180-0009,2008 Corvallis,24.5,7/23/2008 8:30
WUW180-0009,2008 Corvallis,14.5,8/26/2008 15:50
WWE020-0010,2021 Reference Sites,<2.5,4/6/2021 11:12
WWE020-0010,2021 Reference Sites,<2.5,5/11/2021 16:00
WWE020-0010,2021 Reference Sites,<2.5,9/29/2021 10:30
WWE020-0016,2006 Corvallis,<10,5/24/2006 16:55
WWE020-0016,2006 Corvallis,<10,8/9/2006 11:40
WWE020-0016,2006 Corvallis,27,9/20/2006 16:10
WWE-02-0002,2011 Corvallis,6,5/11/2011 9:35
WWE-02-0002,2011 Corvallis,9,7/13/2011 9:00
WWE-02-0002,2011 Corvallis,5,9/14/2011 9:10
WWE030-0008,2006 Corvallis,<10,5/24/2006 16:10
WWE030-0008,2006 Corvallis,<10,8/9/2006 13:35
WWE030-0008,2006 Corvallis,<10,9/20/2006 14:10
WWE-03-0005,2020 Corvallis,5,6/1/2020 16:35
WWE-03-0005,2020 Corvallis,4,7/13/2020 14:45
WWE-03-0005,2020 Corvallis,<2.5,9/15/2020 15:30
WWE-04-0003,2015 Reference Sites,20,4/27/2015 9:00
WWE-04-0003,2015 Reference Sites,100,6/9/2015 14:10
WWE-04-0003,2011 Corvallis,7,5/11/2011 10:40
WWE-04-0003,2011 Corvallis,9,7/13/2011 10:10
WWE-04-0003,2011 Corvallis,10,9/14/2011 11:10
WWE-04-0006,2015 Reference Sites,10,8/31/2015 10:50
WWE-04-0009,2020 Corvallis,4,6/1/2020 11:10
WWE-04-0009,2020 Corvallis,8,7/13/2020 10:45
WWE-04-0009,2020 Corvallis,<2.5,9/16/2020 10:40
WWE-04-0010,2020 Corvallis,3,6/1/2020 13:45
WWE-04-0010,2020 Corvallis,22,7/13/2020 12:35
WWE-04-0010,2020 Corvallis,4,9/16/2020 14:00
WWE-05-0005,2011 Corvallis,9,5/11/2011 11:45
WWE-05-0005,2011 Corvallis,3,7/13/2011 11:20
WWE-05-0005,2011 Corvallis,3,9/19/2011 9:30
WWE-05-0011,2020 Corvallis,36,6/3/2020 9:50
WWE-05-0011,2020 Corvallis,46,7/13/2020 15:50
WWE060-0036,2006 Corvallis,31,5/25/2006 8:25
WWE060-0036,2006 Corvallis,21,8/9/2006 8:55
WWE060-0036,2006 Corvallis,20,11/15/2006 13:10
WWE060-0039,2006 Corvallis,<10,5/10/2006 14:15
WWE060-0039,2006 Corvallis,<10,7/19/2006 15:10
WWE060-0039,2006 Corvallis,<10,9/21/2006 8:30
WWE-07-0001,2021 Reference Sites,5,4/5/2021 16:52
WWE-07-0001,2021 Reference Sites,14,5/10/2021 17:10
WWE-07-0001,2021 Reference Sites,3,10/13/2021 13:50
WWE-07-0001,2011 Corvallis,10,5/10/2011 14:30
WWE-07-0001,2011 Corvallis,6,7/12/2011 13:30
WWE-07-0001,2011 Corvallis,4,9/13/2011 13:30
WWE070-0010,2021 Reference Sites,4,4/6/2021 8:15
WWE070-0010,2021 Reference Sites,13,5/10/2021 16:00
WWE070-0010,2021 Reference Sites,<2.5,9/29/2021 15:50
WWE070-0010,2006 Corvallis,<10,5/24/2006 15:15
WWE070-0010,2006 Corvallis,<10,8/8/2006 13:20
WWE070-0010,2006 Corvallis,<10,9/11/2006 14:30
WWE-07-0003,2011 Corvallis,13,5/10/2011 13:00
WWE-07-0003,2011 Corvallis,2,7/12/2011 12:35
WWE-07-0003,2011 Corvallis,6,9/13/2011 10:50
WWE-07-0004,2011 Corvallis,57,5/10/2011 11:25
WWE-07-0004,2011 Corvallis,35,7/12/2011 10:30
WWE-07-0004,2011 Corvallis,5,9/12/2011 14:40
WWE-07-0005,2011 Corvallis,6,5/11/2011 8:45
WWE-07-0005,2011 Corvallis,3,7/12/2011 14:20
WWE-07-0005,2011 Corvallis,6,9/13/2011 16:00
WWE080-0011,2006 Corvallis,<10,5/24/2006 14:20
WWE080-0011,2006 Corvallis,31,8/8/2006 11:15
WWE080-0011,2006 Corvallis,17,9/11/2006 12:10
WWE-08-0003,2011 Corvallis,97,5/10/2011 10:05
WWE-08-0003,2011 Corvallis,34,7/12/2011 9:40
